AL011851,            UNNAMED,    14,
18510625, 0000,  , HU, 28.0N,  94.6W,  80, -999,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,  -999
18510625, 0600,  , HU, 28.0N,  95.6W,  80, -999,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,  -999
18510625, 1200,  , HU, 28.1N,  96.6W,  80, -999,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,  -999
18510625, 1800,  , HU, 28.2N,  97.6W,  80, -999,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,  -999
18510626, 0000,  , HU, 28.3N,  98.6W,  80, -999,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,  -999
18510626, 0600,  , HU, 28.5N,  99.6W,  70, -999,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,  -999
18510626, 1200,  , TS, 28.7N, 100.6W,  60, -999,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,  -999
18510626, 1800,  , TS, 28.9N, 101.6W,  50, -999,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,  -999
18510627, 0000,  , TS, 29.0N, 102.5W,  45, -999,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,  -999
18510627, 0600,  , TS, 29.1N, 103.4W,  40, -999,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,  -999
18510627, 1200,  , TD, 29.2N, 104.3W,  30, -999,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,  -999
18510627, 1800,  , TD, 29.3N, 105.2W,  25, -999,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,  -999
18510628, 0000,  , TD, 29.4N, 106.1W,  20, -999,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,  -999
18510628, 0600,  , TD, 29.5N, 107.0W,  20, -999,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,  -999
AL031900,            UNNAMED,     3,
19000901, 0000,  , TS, 25.0N,  60.0W,  50, -999,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,  -999
19000901, 1200,  , TS, 25.5N,  61.0W,  50, -999,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,  -999
19000902, 0000,  , TS, 26.0N,  62.0W,  45, -999,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,  -999
AL041950,            BAKER,    10,
19500901, 0000,  , TD, 12.0N,  20.0W, -99, -999,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,  -999
19500901, 0600,  , TS, 12.5N,  21.0W,  35, 1005,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,  -999
19500901, 1200,  , TS, 13.0N,  22.0W,  40, 1003,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,  -999
19500901, 1800,  , TS, 13.5N,  23.0W,  45, 1000,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,  -999
19500902, 0000,  , TS, 14.0N,  24.0W,  50,  998,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,  -999
19500902, 0600,  , HU, 14.5N,  25.0W,  65,  990,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,  -999
19500902, 1200,  , HU, 15.0N,  26.0W,  70,  985,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,  -999
19500902, 1800,  , HU, 15.5N,  27.0W,  75,  980,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,  -999
19500903, 0000,  , HU, 16.0N,  28.0W,  80,  975,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,  -999
19500903, 0600,  , HU, 16.5N,  29.0W,  85,  970,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,  -999
AL122005,            KATRINA,    14,
20050823, 1800,  , TD, 23.1N,  75.1W,  30, 1008,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,  -999
20050824, 0000,  , TD, 23.4N,  75.7W,  30, 1007,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,  -999
20050824, 0600,  , TD, 23.8N,  76.2W,  30, 1007,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,  -999
20050824, 1200,  , TS, 24.5N,  76.5W,  35, 1006,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,  -999
20050824, 1800,  , TS, 25.4N,  76.9W,  40, 1003,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,  -999
20050825, 0000,  , TS, 26.0N,  77.7W,  45, 1000,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,  -999
20050825, 0600,  , TS, 26.1N,  78.4W,  50,  997,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,  -999
20050825, 1200,  , TS, 26.2N,  79.0W,  55,  994,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,  -999
20050825, 1800,  , TS, 26.2N,  79.6W,  60,  988,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,  -999
20050825, 2230, L, HU, 26.0N,  80.1W,  70,  984,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,  -999
20050826, 0000,  , HU, 25.9N,  80.3W,  65,  987,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,  -999
20050826, 0600,  , HU, 25.4N,  81.2W,  65,  983,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,  -999
20050826, 1200,  , HU, 25.1N,  82.0W,  75,  979,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,  -999
20050826, 1800,  , HU, 25.2N,  82.6W,  85,  968,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,  -999
AL132005,            LEE,    8,
20050828, 1800,  , TS, 35.0N,  60.0W,  35, 1005,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,  -999
20050829, 0000,  , TS, 35.5N,  59.0W,  35, 1003,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,  -999
20050829, 0600,  , TS, 36.0N,  58.0W,  40, 1000,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,  -999
20050829, 1200,  , TS, 36.5N,  57.0W,  40,  998,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,  -999
20050829, 1800,  , TS, 37.0N,  56.0W,  35, 1000,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,  -999
20050830, 0000,  , TS, 37.5N,  55.0W,  35, 1002,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,  -999
20050830, 0600,  , TS, 38.0N,  54.0W,  35, 1003,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,  -999
20050830, 1200,  , EX, 38.5N,  53.0W,  35, 1005,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,  -999
AL142005,            MARIA,    12,
20050901, 0000,  , TD, 14.0N,  35.0W,  30, 1008,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,  -999
20050901, 0600,  , TS, 14.5N,  35.5W,  35, 1006,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,  -999
20050901, 1200,  , TS, 15.0N,  36.0W,  40, 1003,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,  -999
20050901, 1800,  , TS, 15.5N,  36.4W,  45, 1001,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,  -999
20050902, 0000,  , TS, 16.0N,  36.7W,  50,  998,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,  -999
20050902, 0600,  , HU, 16.5N,  37.0W,  65,  990,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,  -999
20050902, 1200,  , HU, 17.0N,  37.2W,  75,  980,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,  -999
